student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
105056,Male,5.03,53.75,87.16,84.29,63.4,85.19,No,Yes,Master,8.73,74.5885,B
105057,Male,7.98,48.62,33.72,34.08,46.04,85.06,Yes,Yes,PhD,8.44,44.746,D
105058,Male,5.74,94.77,70.53,58.06,60.05,35.7,No,No,PhD,4.92,62.685500000000005,C
105059,Female,3.85,80.14,86.14,47.48,56.7,77.82,Yes,No,Bachelor,8.89,64.73899999999999,C
105060,Female,3.32,66.28,69.27,48.4,53.29,87.18,No,No,Bachelor,7.81,59.9515,C
105061,Female,1.34,74.4,34.47,83.41,44.85,63.11,No,Yes,Master,7.2,57.19499999999999,C
105062,Male,6.25,84.74,78.54,25.41,83.14,42.97,No,Yes,Bachelor,8.71,63.930499999999995,C
105063,Female,3.07,86.38,34.24,81.18,36.04,49.69,Yes,Yes,High School,5.91,53.364,D
105064,Male,2.33,95.19,87.22,85.78,92.13,80.76,Yes,Yes,Bachelor,8.66,88.7295,A
105065,Female,6.88,65.61,33.01,92.6,42.25,36.4,Yes,No,PhD,7.03,54.7405,D
105066,Male,7.13,57.6,39.62,72.02,98.59,40.1,Yes,No,High School,6.9,70.2055,B
105067,Male,7.77,78.38,49.26,50.01,99.19,24.47,No,No,PhD,7.23,67.356,C
105068,Male,5.53,64.94,74.34,57.04,57.89,45.91,Yes,No,High School,7.77,60.4745,C
105069,Female,9.05,75.68,98.35,97.73,99.15,17.79,No,Yes,PhD,6.22,88.152,A
105070,Male,9.43,65.2,38.25,91.09,90.83,38.89,Yes,No,High School,8.9,72.62199999999999,B
105071,Male,8.27,49.18,39.99,59.76,35.77,43.61,Yes,No,Master,4.44,44.7365,D
105072,Male,6.72,68.17,55.82,95.73,96.31,32.99,No,Yes,PhD,8.57,78.92100000000002,B
105073,Male,3.73,81.46,88.54,86.72,32.98,19.12,No,No,PhD,7.29,60.989000000000004,C
105074,Male,9.85,87.96,62.71,92.58,42.73,56.95,Yes,Yes,High School,8.55,65.1335,C
105075,Male,3.47,69.6,52.51,76.22,70.92,87.86,No,No,PhD,5.84,70.125,B
105076,Female,2.82,49.91,69.28,89.32,35.65,40.21,Yes,No,Master,8.14,57.6755,C
105077,Female,4.98,64.88,48.24,91.88,41.32,31.31,No,Yes,PhD,7.08,56.699,C
105078,Male,1.51,87.18,58.08,31.9,96.74,35.65,Yes,Yes,Master,8.16,65.73299999999999,C
105079,Female,9.81,64.77,53.28,97.39,99.63,87.57,Yes,Yes,Bachelor,5.63,85.108,A
105080,Female,6.3,81.79,86.29,50.02,85.87,57.5,Yes,Yes,Bachelor,8.59,73.74650000000001,B
105081,Male,6.01,70.43,94.7,57.99,66.06,21.77,No,No,Bachelor,8.62,65.7785,C
105082,Male,6.9,54.47,83.17,84.39,93.02,73.83,Yes,Yes,Master,6.37,83.1185,B
105083,Male,5.47,87.77,60.74,74.87,37.83,23.89,No,No,Master,6.0,55.272000000000006,C
105084,Female,1.29,45.05,65.3,91.98,96.0,15.42,Yes,No,High School,6.88,75.702,B
105085,Male,6.51,71.49,38.76,55.04,54.61,33.01,Yes,No,PhD,5.0,51.075500000000005,D
105086,Female,7.45,52.53,82.28,53.0,90.3,25.13,Yes,Yes,Master,6.48,69.077,C
105087,Male,4.75,44.02,71.75,27.38,76.79,64.45,Yes,No,High School,8.48,58.9185,C
105088,Female,7.82,70.18,93.17,59.7,97.22,53.61,Yes,Yes,Bachelor,5.83,79.96499999999999,B
105089,Male,3.04,69.97,44.04,79.31,90.53,75.17,Yes,Yes,PhD,7.68,74.835,B
105090,Male,2.99,82.41,83.18,47.59,92.15,56.04,Yes,No,Master,7.12,74.631,B
105091,Female,2.45,84.69,77.93,59.7,74.22,47.71,Yes,No,High School,5.31,69.728,C
105092,Female,4.35,83.67,48.61,41.45,88.32,57.36,No,No,High School,6.66,65.0995,C
105093,Female,8.62,64.57,76.72,82.96,83.0,49.1,No,No,Master,8.26,76.50099999999999,B
105094,Female,8.45,77.9,94.71,29.54,41.31,13.34,No,No,Bachelor,6.77,49.9095,D
105095,Female,4.45,74.62,94.29,77.9,75.4,71.26,No,No,High School,7.48,79.311,B
105096,Female,6.3,65.29,80.37,53.42,40.37,96.59,No,Yes,Master,7.88,59.746500000000005,C
105097,Male,7.49,75.83,33.37,28.12,90.86,47.98,No,No,Master,4.25,57.885999999999996,C
105098,Female,3.17,96.83,91.06,89.01,34.62,48.14,Yes,Yes,High School,4.26,67.07849999999999,C
105099,Male,2.51,51.57,76.04,61.58,99.09,14.12,Yes,No,PhD,4.57,71.85350000000001,B
105100,Male,9.75,94.35,51.73,69.95,58.04,90.13,No,No,PhD,4.82,66.5955,C
105101,Female,6.56,43.21,43.11,79.9,41.94,93.62,No,Yes,PhD,8.06,56.958999999999996,C
105102,Male,9.83,58.5,38.13,74.13,95.5,83.18,Yes,No,High School,6.18,73.7515,B
105103,Female,4.04,57.29,33.52,79.81,33.18,19.57,Yes,Yes,High School,4.93,45.9555,D
105104,Female,7.33,77.58,82.79,82.17,62.91,91.02,No,Yes,Master,6.66,75.979,B
105105,Male,3.0,47.87,46.51,69.19,83.92,12.16,Yes,No,Master,7.82,61.9745,C
105106,Male,3.35,92.94,31.7,52.42,52.17,50.01,Yes,No,Master,4.7,51.9995,D
105107,Female,5.61,89.71,57.81,43.24,67.02,55.06,No,No,Bachelor,5.72,60.306,C
105108,Female,3.88,79.12,63.78,92.72,79.03,85.06,No,Yes,Bachelor,4.97,80.0145,B
105109,Male,2.51,67.5,41.85,97.74,96.64,77.58,No,Yes,PhD,7.23,81.13699999999999,B
105110,Male,3.37,95.98,33.08,51.82,37.19,81.74,Yes,Yes,Master,4.68,50.3595,D
105111,Male,1.32,89.84,43.24,33.42,41.01,88.11,No,No,High School,7.91,49.1515,D
105112,Male,7.34,69.96,77.54,41.69,65.62,52.85,Yes,No,Master,5.04,61.17850000000001,C
105113,Female,5.43,82.11,35.76,75.3,59.29,80.22,No,No,Master,4.29,62.961499999999994,C
105114,Female,1.85,74.02,68.85,37.97,58.76,16.12,No,Yes,PhD,8.55,52.8425,D
105115,Female,2.55,75.28,40.25,83.51,50.79,50.01,No,No,Bachelor,5.67,59.233,C
105116,Female,1.92,59.86,43.7,94.23,69.25,12.71,No,Yes,Master,6.51,63.792,C
105117,Male,6.51,67.73,57.52,97.27,91.83,92.38,Yes,No,High School,4.5,83.97299999999998,B
105118,Male,1.85,44.69,37.06,25.7,41.26,96.26,No,Yes,PhD,6.4,42.373,D
105119,Female,7.79,61.44,42.12,96.86,45.07,17.55,No,No,Bachelor,5.11,56.3125,C
105120,Female,1.18,81.75,54.43,80.51,76.96,57.94,No,Yes,Master,8.2,71.9185,B
105121,Female,3.24,97.19,53.08,31.3,33.93,39.26,No,No,Bachelor,7.57,43.9615,D
105122,Female,9.02,97.78,82.45,56.14,77.16,40.83,No,Yes,High School,7.32,71.392,B
105123,Female,7.47,73.34,35.23,77.5,52.01,50.56,No,No,High School,7.91,57.0145,C
105124,Female,1.66,76.4,90.23,96.75,55.05,21.26,Yes,Yes,Master,5.47,71.267,B
105125,Female,8.39,51.14,87.14,37.31,58.39,26.27,No,Yes,PhD,6.27,54.93300000000001,D
105126,Female,5.44,81.72,83.62,34.58,54.47,61.96,No,Yes,PhD,4.43,58.80149999999999,C
105127,Female,8.62,44.24,51.66,60.43,88.88,11.69,No,Yes,PhD,4.34,62.140499999999996,C
105128,Male,6.41,57.08,87.6,97.61,96.22,63.98,Yes,No,PhD,5.65,87.7055,A
105129,Female,7.14,80.1,42.8,97.85,68.36,38.7,Yes,Yes,PhD,8.11,68.82849999999999,C
105130,Male,9.94,58.62,38.71,42.09,70.73,84.9,Yes,Yes,Master,6.99,57.37200000000001,C
105131,Male,3.09,42.99,33.15,48.95,34.93,64.0,No,No,Bachelor,6.12,41.791999999999994,D
105132,Female,6.62,89.91,95.75,93.1,79.92,73.73,No,No,High School,8.83,86.761,A
105133,Female,5.14,58.62,51.56,80.11,70.89,20.3,No,No,Master,6.21,63.043,C
105134,Male,1.36,43.79,94.23,97.92,33.53,33.93,Yes,No,High School,6.34,62.8335,C
105135,Male,1.13,44.49,49.08,91.99,43.89,99.7,No,Yes,Master,8.96,62.593999999999994,C
105136,Female,2.07,55.11,93.53,41.13,44.14,49.03,Yes,Yes,Master,4.66,54.8515,D
105137,Male,6.84,50.68,93.28,81.98,41.97,42.3,No,No,High School,5.28,63.1385,C
105138,Female,6.1,86.46,94.66,28.64,76.11,88.65,Yes,No,Master,6.27,70.24149999999999,B
105139,Female,5.98,59.3,64.73,86.34,94.99,12.98,No,Yes,Master,6.86,75.00550000000001,B
105140,Female,1.29,88.28,90.62,70.12,83.41,58.13,Yes,No,Master,4.74,79.4885,B
105141,Male,5.22,50.43,96.55,96.71,63.42,28.92,No,No,Master,5.64,73.6195,B
105142,Male,9.32,69.57,52.72,97.0,58.28,43.13,Yes,No,Master,5.1,66.46199999999999,C
105143,Female,4.58,81.28,59.32,28.81,57.05,27.98,No,Yes,PhD,8.25,49.96,D
105144,Male,6.62,79.12,80.35,37.04,72.09,13.4,No,No,Master,8.17,59.8135,C
105145,Male,8.02,76.07,51.03,61.32,55.15,47.49,Yes,Yes,Master,5.2,57.1945,C
105146,Male,8.06,95.49,82.77,90.96,45.83,81.03,Yes,Yes,Master,6.17,72.98649999999999,B
105147,Male,5.67,53.71,35.17,86.08,72.2,95.68,No,No,Bachelor,7.26,68.76299999999999,C
105148,Male,8.72,69.62,66.64,97.33,57.35,66.15,Yes,No,Master,4.24,71.31,B
105149,Male,4.52,93.04,38.56,71.36,30.99,45.0,Yes,No,Master,8.42,50.2025,D
105150,Male,9.0,44.67,50.53,44.24,31.56,79.29,No,Yes,Bachelor,6.56,44.608000000000004,D
105151,Female,3.16,43.35,48.1,26.88,49.19,55.47,No,No,Bachelor,5.13,43.4385,D
105152,Male,3.52,54.0,88.73,41.72,65.87,43.09,Yes,No,High School,5.98,60.9395,C
105153,Male,1.48,77.98,43.55,75.65,54.8,26.12,Yes,Yes,High School,8.51,57.2125,C
105154,Male,8.16,55.59,86.59,94.47,31.68,81.65,Yes,Yes,High School,4.12,65.7475,C
105155,Male,4.75,51.41,85.58,49.07,45.62,55.04,No,No,High School,4.71,55.99549999999999,C
105156,Male,3.06,67.53,64.92,90.68,36.75,96.74,No,Yes,Bachelor,4.96,64.9435,C
105157,Male,3.09,76.82,46.37,54.62,96.4,82.17,No,No,High School,4.3,72.568,B
105158,Male,9.11,54.91,45.88,48.12,51.9,47.8,No,Yes,Master,5.13,49.641999999999996,D
105159,Male,8.51,58.04,62.54,63.16,31.03,76.68,No,Yes,Bachelor,8.09,52.630500000000005,D
105160,Female,5.98,76.81,30.62,58.17,76.24,50.81,No,No,PhD,6.64,60.1125,C
105161,Male,6.54,96.74,67.19,93.53,46.27,17.19,Yes,No,Master,7.03,64.408,C
105162,Male,5.27,80.48,96.69,60.12,69.67,56.5,Yes,No,PhD,4.78,72.4505,B
105163,Male,4.52,86.97,40.83,45.8,40.55,87.92,Yes,No,High School,5.39,51.2975,D
105164,Male,9.24,62.01,70.13,88.19,98.88,86.99,No,Yes,High School,8.59,85.5815,A
105165,Female,2.13,56.34,97.32,99.91,97.92,61.75,Yes,Yes,Master,5.05,90.5225,A
105166,Female,4.77,67.26,90.24,73.61,75.92,44.2,No,No,High School,8.53,74.1685,B
105167,Female,4.1,88.43,89.53,43.78,79.5,10.91,Yes,No,High School,7.32,66.61,C
105168,Female,5.48,67.38,87.53,42.91,59.81,38.03,No,No,High School,6.51,59.708,C
105169,Female,5.12,90.8,51.63,29.33,97.35,99.08,Yes,Yes,High School,4.87,70.719,B
105170,Female,5.67,99.33,92.34,30.8,59.66,75.38,No,Yes,PhD,7.37,64.51999999999998,C
105171,Female,2.26,44.32,95.89,93.62,46.76,74.58,No,No,Master,8.43,70.839,B
105172,Female,5.62,42.72,64.71,32.24,38.08,78.5,No,Yes,High School,4.8,46.452,D
105173,Female,3.18,48.98,54.82,61.33,44.57,65.81,Yes,No,PhD,4.03,53.375,D
105174,Female,2.66,63.06,59.0,77.36,70.05,62.73,Yes,No,Bachelor,7.7,68.23649999999999,C
105175,Female,1.58,47.86,53.39,88.78,47.16,50.83,Yes,Yes,Master,7.0,59.248000000000005,C
105176,Female,7.86,92.24,44.87,37.85,75.8,49.95,Yes,Yes,Master,6.52,59.185500000000005,C
105177,Female,4.85,41.39,73.29,57.83,56.75,88.38,No,No,Bachelor,6.28,61.955,C
105178,Female,6.64,58.95,69.38,43.86,92.08,45.41,No,No,High School,6.49,67.505,C
105179,Female,7.55,51.08,62.38,44.19,69.09,85.63,Yes,No,Master,5.87,61.376000000000005,C
105180,Female,7.11,95.89,36.71,47.79,73.58,85.4,No,Yes,Bachelor,4.41,63.171499999999995,C
105181,Male,5.23,80.17,85.78,69.03,68.96,79.38,No,No,Bachelor,7.88,74.5045,B
105182,Female,4.49,94.72,42.25,26.24,91.99,13.39,Yes,No,PhD,6.34,58.01749999999999,C
105183,Male,4.38,98.34,38.02,55.66,34.44,23.32,No,Yes,Bachelor,8.12,45.739,D
105184,Female,6.76,69.83,73.61,39.01,34.71,38.32,Yes,No,Master,8.91,47.438,D
105185,Female,5.45,54.06,57.91,97.53,79.12,86.28,Yes,Yes,Bachelor,4.86,77.69050000000001,B
105186,Male,8.64,51.62,34.19,68.7,83.76,88.59,Yes,No,Bachelor,7.97,67.35000000000001,C
105187,Female,8.87,53.38,54.89,90.11,60.35,13.74,No,No,Bachelor,8.89,61.34,C
105188,Male,2.54,82.52,84.02,39.68,54.66,39.23,Yes,No,Master,7.62,58.029999999999994,C
105189,Male,2.23,42.43,73.07,85.75,49.46,86.53,Yes,No,Bachelor,5.23,66.2585,C
105190,Male,6.67,43.08,55.4,56.11,46.41,32.47,Yes,Yes,PhD,8.48,48.906,D
105191,Female,3.71,76.49,43.43,38.33,93.84,97.84,No,Yes,Master,7.97,68.54549999999999,C
105192,Female,1.17,78.52,74.23,82.09,50.66,54.04,No,Yes,PhD,6.25,66.3555,C
105193,Female,9.0,79.92,92.13,82.15,75.37,94.36,No,Yes,PhD,6.86,82.771,B
105194,Male,3.04,62.31,75.24,99.69,85.1,48.59,No,Yes,Master,7.61,80.84549999999999,B
105195,Male,9.36,88.36,86.9,83.57,31.54,39.14,No,Yes,Bachelor,4.62,62.0615,C
105196,Female,7.46,72.02,66.51,35.9,32.37,42.62,No,No,High School,8.63,45.070499999999996,D
105197,Female,7.86,46.33,80.26,49.19,53.32,89.59,Yes,Yes,Master,8.94,60.603500000000004,C
105198,Female,2.81,87.83,92.74,58.88,78.72,39.76,No,No,Bachelor,5.65,73.57900000000001,B
105199,Female,3.11,97.18,84.12,34.5,48.26,70.24,No,No,Master,7.58,59.08200000000001,C
105200,Female,5.69,43.6,93.69,84.1,30.1,52.29,Yes,Yes,Bachelor,6.11,59.887,C
105201,Male,2.55,63.48,60.18,64.5,50.17,94.75,Yes,Yes,Bachelor,4.14,61.5435,C
105202,Male,3.75,69.25,93.3,95.83,36.31,24.34,No,Yes,High School,8.79,64.685,C
105203,Male,3.89,48.79,73.51,69.2,45.36,48.58,No,Yes,Master,4.71,57.615,C
105204,Female,2.44,92.06,90.9,64.22,53.32,21.22,No,No,Master,4.37,64.225,C
105205,Male,2.85,57.05,32.76,30.36,38.96,62.03,Yes,Yes,Master,8.19,39.686,F
105206,Male,8.1,86.98,76.05,36.2,79.45,46.26,Yes,Yes,PhD,4.17,65.39150000000001,C
105207,Male,2.5,80.26,89.36,88.71,47.91,15.48,Yes,No,Master,7.44,66.392,C
105208,Male,1.26,75.88,42.19,99.3,76.28,86.49,Yes,No,PhD,8.65,76.198,B
105209,Male,6.66,51.53,76.33,56.14,71.93,43.8,Yes,Yes,PhD,6.03,64.0095,C
105210,Female,9.78,53.24,87.75,85.76,92.86,54.43,No,Yes,Bachelor,4.34,82.258,B
105211,Male,3.98,42.84,50.16,72.07,36.16,46.68,No,Yes,PhD,5.09,49.6575,D
105212,Female,2.07,54.44,58.37,96.93,45.02,53.98,No,No,Master,8.74,62.5055,C
105213,Female,6.13,60.73,69.87,42.86,90.56,11.47,No,No,High School,6.33,63.605,C
105214,Female,9.16,89.99,66.34,65.86,87.55,83.39,No,Yes,Master,6.71,77.7135,B
105215,Female,8.06,61.98,32.74,55.66,43.45,39.91,Yes,No,Bachelor,4.78,45.859500000000004,D
105216,Female,6.6,85.28,36.91,65.63,37.54,75.2,Yes,Yes,Bachelor,8.59,52.9765,D
105217,Male,3.84,66.37,37.03,45.16,89.94,15.84,Yes,No,PhD,6.59,58.396,C
105218,Male,5.88,87.09,48.36,62.33,42.47,57.14,Yes,Yes,Bachelor,6.64,54.542,D
105219,Female,1.82,98.58,47.21,71.86,90.98,91.79,No,Yes,Bachelor,6.88,78.287,B
105220,Female,7.11,54.39,81.96,31.09,97.28,45.84,No,Yes,PhD,7.84,68.2355,C
105221,Female,7.53,91.74,70.09,80.72,45.46,27.75,Yes,Yes,PhD,5.01,62.058,C
105222,Male,9.69,77.31,83.48,77.99,88.83,18.92,No,No,Bachelor,8.71,76.90699999999998,B
105223,Female,3.34,89.04,34.89,91.03,59.67,87.32,Yes,No,Master,4.88,68.256,C
105224,Male,1.17,79.1,63.96,56.94,85.21,31.49,No,Yes,Master,4.99,67.9095,C
105225,Female,5.91,65.44,52.66,29.63,58.52,97.76,No,No,PhD,4.06,54.7415,D
105226,Male,7.36,53.68,89.5,59.61,34.93,32.3,No,Yes,Bachelor,4.1,53.626,D
105227,Female,8.11,44.2,79.55,35.32,79.89,53.29,Yes,Yes,Bachelor,6.14,62.4505,C
105228,Male,2.74,72.13,90.85,73.56,40.55,51.22,No,No,Master,4.91,63.0875,C
105229,Female,3.36,99.42,33.25,28.53,94.89,15.58,No,Yes,PhD,5.06,58.494,C
105230,Male,5.61,84.28,80.46,53.05,59.24,57.87,Yes,No,Bachelor,8.94,64.3035,C
105231,Male,3.98,59.64,67.8,31.21,35.74,70.54,No,No,Bachelor,8.65,46.8895,D
105232,Male,8.74,89.63,87.75,25.25,45.99,76.79,Yes,Yes,High School,5.61,56.601000000000006,C
105233,Male,5.26,86.14,65.5,97.04,90.38,57.03,No,Yes,High School,5.72,83.31,B
105234,Male,8.2,56.9,67.81,99.71,52.48,83.13,No,Yes,PhD,5.46,70.8605,B
105235,Male,6.23,40.86,33.62,66.66,89.94,77.69,Yes,No,High School,8.41,66.723,C
105236,Male,7.96,47.09,76.8,42.92,42.06,27.46,No,No,High School,4.49,48.266000000000005,D
105237,Female,3.99,92.64,49.12,93.33,62.78,46.14,Yes,No,Bachelor,6.92,69.0075,C
105238,Female,8.48,90.19,31.38,94.23,91.48,22.83,Yes,Yes,Bachelor,4.93,73.15350000000001,B
105239,Female,3.47,57.71,34.65,89.09,33.39,22.01,No,Yes,PhD,7.79,48.861,D
105240,Female,5.91,57.11,97.01,65.83,51.3,74.09,No,No,PhD,7.16,66.9345,C
105241,Female,2.93,87.57,54.23,30.6,93.69,57.74,Yes,No,PhD,5.94,65.8185,C
105242,Male,5.28,96.26,90.77,31.63,71.76,64.09,No,No,Bachelor,4.49,67.21249999999999,C
105243,Male,3.86,86.75,97.18,92.25,80.14,75.9,Yes,No,Bachelor,7.84,86.81250000000001,A
105244,Male,3.4,76.33,96.03,90.69,88.95,34.95,Yes,Yes,High School,4.39,84.139,B
105245,Male,9.7,54.56,91.72,57.58,66.65,46.12,Yes,No,Master,5.37,66.1345,C
105246,Male,2.44,71.54,92.64,49.61,89.18,64.61,No,No,Bachelor,5.27,75.7585,B
105247,Female,8.09,54.01,50.23,73.31,74.71,18.7,No,Yes,PhD,6.89,61.79299999999999,C
105248,Female,9.86,88.48,40.6,85.52,78.0,84.97,Yes,No,PhD,6.57,74.145,B
105249,Female,1.18,63.22,74.75,79.88,40.7,40.91,No,Yes,Bachelor,5.4,59.578,C
105250,Female,7.29,90.02,64.17,71.17,95.73,69.29,Yes,Yes,Master,6.15,80.063,B
105251,Male,3.28,62.9,36.91,42.36,85.73,99.6,Yes,No,Master,6.18,64.2275,C
105252,Male,1.36,89.45,77.43,44.69,47.79,52.78,Yes,Yes,PhD,6.87,57.608000000000004,C
105253,Male,4.63,60.0,69.4,79.31,70.6,29.35,No,No,PhD,8.49,67.3525,C
105254,Female,9.42,66.41,90.41,85.2,56.35,29.48,No,No,PhD,4.71,68.6935,C
105255,Male,1.11,76.93,72.64,33.71,76.23,15.43,Yes,No,Master,6.79,58.872,C
105256,Female,6.29,44.22,70.18,39.05,99.56,79.04,Yes,Yes,PhD,4.09,70.97049999999999,B
105257,Male,5.51,96.89,60.85,76.04,33.2,36.41,Yes,Yes,PhD,7.49,56.13,C
105258,Male,8.86,74.42,62.4,54.17,96.68,25.55,Yes,No,High School,7.2,69.8575,C
105259,Female,1.76,70.47,96.81,67.25,35.07,74.23,No,No,Bachelor,7.47,62.919,C
105260,Male,7.13,90.36,39.69,71.11,62.25,37.82,Yes,No,PhD,6.37,60.321,C
105261,Male,7.12,91.95,61.24,83.22,63.75,64.04,Yes,No,High School,4.93,70.9645,B
105262,Female,7.02,71.34,75.91,85.43,48.81,47.6,No,No,High School,6.24,65.517,C
105263,Male,9.48,95.64,60.31,46.01,69.67,40.07,No,Yes,Master,4.12,61.519999999999996,C
105264,Female,8.41,43.88,49.83,65.6,88.38,54.05,Yes,Yes,Master,5.91,67.092,C
105265,Male,1.38,46.79,50.12,34.26,50.58,38.24,No,No,High School,8.19,44.795,D
105266,Male,5.24,75.81,46.36,88.15,34.93,88.35,Yes,No,PhD,5.69,59.951,C
105267,Male,4.58,61.24,54.07,88.41,74.26,16.57,Yes,Yes,PhD,6.96,66.68849999999999,C
105268,Male,3.79,67.85,91.02,47.46,82.62,12.71,Yes,Yes,Master,5.31,67.042,C
105269,Male,5.06,59.68,65.37,37.05,96.82,46.58,No,Yes,Master,4.67,66.84949999999999,C
105270,Male,4.46,64.28,46.82,30.26,41.17,25.56,No,Yes,Master,6.6,40.322500000000005,D
105271,Male,4.89,89.36,56.92,68.12,93.1,76.94,No,Yes,High School,4.18,77.62899999999999,B
105272,Male,9.81,75.61,37.41,31.86,63.75,41.81,Yes,Yes,High School,8.52,49.5015,D
105273,Female,1.8,99.84,93.28,76.04,46.5,33.53,Yes,Yes,Bachelor,7.89,67.278,C
105274,Female,9.3,87.21,58.57,75.86,97.39,42.34,Yes,Yes,PhD,8.99,77.7205,B
105275,Male,5.32,56.42,98.63,71.05,46.69,29.75,No,Yes,Master,8.97,62.447,C
105276,Male,6.61,55.86,54.33,90.74,81.34,36.97,No,No,High School,7.64,71.303,B
105277,Female,8.47,60.15,88.54,53.37,84.94,61.12,Yes,Yes,Master,7.88,72.9065,B
105278,Male,4.24,90.6,47.95,92.67,60.14,87.76,No,No,Bachelor,6.64,71.6425,B
105279,Male,4.87,41.64,35.33,27.77,78.3,43.38,No,Yes,PhD,5.09,49.9155,D
105280,Female,4.69,53.81,32.22,33.46,70.07,38.86,Yes,Yes,PhD,8.04,48.600500000000004,D
105281,Male,4.37,94.3,72.43,55.92,43.44,80.36,No,Yes,Bachelor,5.35,61.136,C
105282,Male,9.33,78.39,51.81,69.55,83.19,12.02,No,No,PhD,7.25,65.907,C
105283,Female,8.46,53.61,61.05,27.43,94.96,37.19,No,Yes,PhD,7.65,61.3835,C
105284,Male,1.98,53.15,87.31,67.56,64.2,50.7,Yes,No,Bachelor,6.82,67.20700000000001,C
105285,Male,1.97,91.76,47.37,48.05,99.6,64.06,Yes,Yes,Bachelor,7.31,71.92849999999999,B
105286,Female,4.85,93.63,51.61,91.54,59.96,24.05,No,Yes,Bachelor,5.46,65.961,C
105287,Male,1.89,55.37,89.17,65.0,63.58,48.96,Yes,No,Master,7.8,66.77000000000001,C
105288,Female,6.57,65.23,64.49,69.09,77.17,60.97,No,Yes,PhD,8.72,69.8,C
105289,Male,2.29,90.08,87.94,95.92,43.0,55.92,No,No,Bachelor,6.42,71.21799999999999,B
105290,Male,5.7,86.26,56.21,82.31,93.14,61.71,No,Yes,High School,4.6,79.2155,B
105291,Female,1.06,88.83,57.89,57.87,86.09,69.62,Yes,No,Master,7.1,72.022,B
105292,Female,3.85,71.1,41.7,60.77,91.07,44.14,No,Yes,Master,5.71,66.931,C
105293,Male,7.09,94.69,94.14,73.59,72.67,15.73,No,Yes,PhD,6.1,73.70199999999998,B
105294,Female,5.36,59.56,92.77,40.01,91.86,15.0,Yes,No,PhD,4.76,68.1635,C
105295,Female,9.8,49.4,98.9,31.65,77.6,87.28,No,No,Bachelor,7.13,68.5205,C
105296,Male,8.87,82.52,58.17,48.34,65.81,70.97,Yes,No,Bachelor,7.94,62.1015,C
105297,Male,4.23,72.36,87.3,83.38,95.23,78.78,Yes,Yes,Master,7.83,86.74950000000001,A
105298,Male,1.41,91.28,59.05,44.3,60.78,93.59,No,Yes,High School,8.97,62.645,C
105299,Female,8.61,44.87,61.8,34.81,65.04,77.55,Yes,No,Master,5.06,56.0685,C
105300,Female,9.2,90.62,88.1,41.43,41.87,72.31,Yes,No,Bachelor,8.57,58.925,C
105301,Female,8.39,57.6,42.42,75.92,96.34,69.02,Yes,Yes,Bachelor,7.66,73.845,B
105302,Female,2.15,79.29,45.42,71.05,45.47,33.27,No,Yes,PhD,7.54,54.016999999999996,D
105303,Male,9.98,42.41,52.03,76.62,44.1,96.16,Yes,No,High School,7.42,58.852999999999994,C
105304,Female,3.33,76.57,85.17,49.15,37.08,58.78,Yes,No,High School,6.69,55.83449999999999,C
105305,Male,7.52,83.04,56.09,92.56,61.74,29.99,Yes,Yes,PhD,5.89,67.27,C
105306,Female,9.17,62.13,55.07,58.88,49.15,28.88,No,Yes,High School,8.72,52.037499999999994,D
105307,Male,3.12,52.92,99.92,63.53,81.85,83.37,No,No,Bachelor,4.76,78.143,B
105308,Male,9.17,72.26,56.87,96.16,51.53,32.52,Yes,No,High School,4.88,63.9275,C
105309,Male,3.79,89.99,47.34,98.45,80.45,13.73,Yes,Yes,High School,4.08,72.61,B
105310,Female,9.79,59.41,73.62,74.62,43.72,48.56,Yes,No,Bachelor,7.7,59.47800000000001,C
105311,Male,3.53,55.15,86.13,95.86,46.1,83.56,Yes,Yes,PhD,8.47,71.197,B
105312,Male,9.58,56.74,34.87,65.61,86.43,47.3,No,No,Master,4.93,64.03099999999999,C
105313,Female,1.48,96.95,73.32,48.05,55.98,82.32,No,Yes,PhD,4.17,64.19649999999999,C
105314,Male,7.38,61.56,32.5,48.63,37.82,84.45,No,No,High School,5.22,46.4955,D
105315,Female,5.79,40.22,66.84,66.92,97.3,87.19,Yes,Yes,High School,8.42,76.894,B
105316,Female,5.3,86.9,47.99,70.38,42.42,63.0,Yes,No,Bachelor,4.08,57.03,C
105317,Male,3.01,81.96,51.46,57.97,40.51,72.95,Yes,Yes,Bachelor,4.51,54.454,D
105318,Male,7.35,47.71,62.7,91.28,55.09,33.57,No,Yes,High School,4.12,62.7695,C
105319,Female,2.72,99.09,94.9,57.0,36.69,18.97,No,No,Bachelor,8.72,57.8775,C
105320,Male,5.98,76.48,79.75,45.51,40.89,57.95,No,Yes,High School,4.68,55.082,C
105321,Female,3.28,70.05,95.58,25.6,89.25,10.95,Yes,Yes,Bachelor,8.5,64.8535,C
105322,Female,9.6,62.93,76.2,97.79,42.01,51.92,Yes,No,Master,6.37,65.876,C
105323,Female,1.26,93.92,30.5,86.82,37.8,19.19,Yes,No,PhD,5.97,52.346,D
105324,Male,2.8,54.64,48.59,71.17,91.6,19.76,No,Yes,Bachelor,6.13,67.0105,C
